CODE,Group,METTL3,METTL14,METTL16,WTAP,KIAA1429,ZC3H13,CBLL1,RBM15,RBM15B,YTHDC1,YTHDC2,YTHDF1,YTHDF2,YTHDF3,HNRNPC,RBMX,FMR1,HNRNPA2B1,IGFBP1,IGFBP2,IGFBP3,PRRC2A,FTO,ALKBH5,"SampleName"
"GBM(T=153,N=1157)",Tumor,28.7492,8.7898,12.4501,104.6977,45.8887,9.9401,18.0099,3.2399,34.5702,27.1306,7.19,31.0399,47.3985,28.0601,522.1416,219.244,18.7397,708.1435,2.47,662.6016,116.9532,108.6607,68.7019,43.6003,"TCGA-14-1825-01"
"GBM(T=153,N=1157)",Tumor,88.6214,23.3498,14.9596,109.0984,35.2306,23.2207,25.0501,5.4202,30.1493,65.032,17.6405,39.1099,57.0785,29.6395,582.0089,281.8522,45.3795,897.8299,0.63,36.9899,18.3794,150.9253,75.1802,43.1105,"TCGA-06-0129-01"
"GBM(T=153,N=1157)",Tumor,25.9605,12.5497,17.7706,81.7974,27.8798,8.9702,25.5304,3.03,8.5199,38.199,9.7598,42.2496,54.3299,23.5497,527.6719,180.2546,24.5907,763.0311,2.08,62.1411,76.6908,82.1098,46.2304,57.0706,"TCGA-06-5859-01"
"GBM(T=153,N=1157)",Tumor,44.5196,10.3199,18.8896,61.3196,31.271,12.1298,18.3998,1.9299,18.4701,32.439,7.0401,47.5993,38.6893,17.1296,593.3739,155.5453,24.5805,654.522,2.52,340.4964,52.0697,127.4324,37.6104,50.8992,"TCGA-28-1747-01"
"GBM(T=153,N=1157)",Tumor,20.6294,10.7299,13.43,51.9003,24.4903,4.17,18.6102,2.05,11.1802,29.7198,7.0499,30.5109,34.7697,19.0303,414.4334,102.9918,21.1097,376.7063,0.87,471.3637,150.6013,62.8385,52.7308,52.9505,"TCGA-28-2499-01"
"GBM(T=153,N=1157)",Tumor,18.4804,5.8101,8.3898,63.1792,16.6796,8.7801,8.4998,1.68,9.7099,20.9203,4.47,25.5304,35.8092,14.0705,350.7492,79.1206,13.1099,343.9597,2.8501,353.1888,28.5091,68.0196,47.3492,47.3591,"TCGA-32-1980-01"
"GBM(T=153,N=1157)",Tumor,59.5602,19.5694,16.6796,200.95,29.4593,16.9301,29.691,3.8101,19.0395,41.7199,9.4797,52.9982,45.7998,32.6804,604.7511,165.2483,23.6004,1036.6395,3.03,618.9151,209.2368,128.5503,68.1801,63.5305,"TCGA-06-2564-01"
"GBM(T=153,N=1157)",Tumor,22.0397,18.4701,19.0897,173.1516,28.6398,17.1296,24.9703,4.3201,23.0203,51.0901,7.4602,39.7798,60.2202,19.9101,711.9825,187.8962,21.4296,934.2718,1.27,1409.8236,586.179,167.4854,70.2818,73.1193,"TCGA-06-5408-01"
"GBM(T=153,N=1157)",Tumor,23.8206,6.8499,27.1306,93.6226,48.5389,5.87,8.8002,2.27,12.9698,27.9398,6.3001,53.0607,35.589,15.7897,542.7324,111.2211,18.84,877.0397,12.6397,666.748,963.0043,102.842,18.3896,66.6521,"TCGA-27-1832-01"
"GBM(T=153,N=1157)",Tumor,13.6298,3.4701,7.13,203.2615,21.1507,2.77,6.58,0.85,2.39,9.3901,3.0099,14.1703,26.6903,23.9797,427.8012,103.6004,6.4298,107.7831,3.1699,205.3147,179.6558,14.7302,16.2595,16.7004,"TCGA-14-1829-01"
"GBM(T=153,N=1157)",Tumor,29.9992,11.3496,18.8896,129.8758,29.3492,10.52,14.7404,3.11,16.2595,32.2193,7.7201,36.181,37.8511,19.3107,381.7796,124.223,16.69,559.8503,3.3801,381.5944,437.3658,134.5678,54.579,53.3188,"TCGA-32-2615-01"
"GBM(T=153,N=1157)",Tumor,45.5497,14.2096,18.2196,155.5237,27.9902,8.7497,16.2404,2.7199,16.0401,44.0408,8.81,69.898,37.431,23.1003,467.5565,152.8943,30.189,688.0158,1.19,429.1376,135.1473,147.594,67.1111,53.6599,"TCGA-06-0158-01"
"GBM(T=153,N=1157)",Tumor,16.1595,13.53,11.8703,120.1329,29.8106,9.5298,10.7701,2.74,21.06,35.1502,6.29,28.5902,54.2208,16.1999,584.0295,145.8852,19.2198,558.1455,1.35,1215.8073,204.151,117.5139,51.0016,62.6993,"TCGA-28-5216-01"
"GBM(T=153,N=1157)",Tumor,36.3494,4.4201,11.29,67.2321,27.7199,7.6201,10.3199,1.8899,10.43,18.1503,4.3898,42.361,33.5504,19.8398,522.7572,99.8497,15.3898,464.1338,3.3101,1580.9753,635.3016,120.4581,37.6496,42.4698,"TCGA-41-2572-01"
"GBM(T=153,N=1157)",Tumor,20.6895,10.1602,9.3201,147.267,36.3696,6.1901,9.6702,2.5699,10.48,19.3107,4.6599,26.1701,35.5397,28.1907,391.9963,89.0093,11.5897,338.1444,1.37,733.7262,233.3892,63.7378,27.5608,39.341,"TCGA-02-0055-01"
"GBM(T=153,N=1157)",Tumor,21.0804,20.4599,21.0994,111.3291,35.5397,9.6501,18.5201,5.8101,25.6599,46.08,9.2898,54.9091,46.0513,27.6604,561.1324,233.2436,30.2707,723.976,0.84,418.3297,38.6196,126.9563,76.4307,51.1007,"TCGA-32-2634-01"
"GBM(T=153,N=1157)",Tumor,21.0104,11.6397,7.7501,113.4087,14.7895,8.8002,14.6102,1.49,11.0999,23.8008,6.8499,24.9703,36.0508,16.4203,405.3984,133.9072,16.66,442.8876,2.6499,534.4449,159.376,57.7791,61.3706,37.1492,"TCGA-06-5411-01"
"GBM(T=153,N=1157)",Tumor,57.0112,6.08,12.8197,86.4613,25.6208,6.8699,10.26,1.35,13.15,23.5302,5.4401,26.5299,31.2905,13.4701,524.9358,130.3086,12.2396,581.7669,0.34,600.5321,160.8856,149.9867,24.5192,25.9803,"TCGA-06-0744-01"
"GBM(T=153,N=1157)",Tumor,31.4405,7.8002,11.04,81.6274,31.1304,11.3599,11.5097,1.58,14.6497,26.72,4.8801,34.4602,42.2496,19.0105,508.7444,129.1934,13.15,592.4286,10.34,1879.586,313.4074,91.1193,40.6805,52.0084,"TCGA-76-4928-01"
"GBM(T=153,N=1157)",Tumor,20.32,8.7098,11.0102,79.3513,30.909,9.6201,21.9406,1.62,16.5598,20.6895,5.34,33.941,45.1098,21.1507,442.3047,115.3431,10.8797,564.6047,4.4499,1139.1158,419.1133,73.1497,53.341,66.1092,"TCGA-06-0644-01"
"GBM(T=153,N=1157)",Tumor,39.1208,12.2702,10.5902,65.8713,50.4916,17.6197,12.8499,3.4399,24.6692,35.4806,4.69,36.3393,45.3889,17.8298,635.8743,196.7599,15.07,570.3475,0,517.135,54.2396,122.5807,31.5606,34.4291,"TCGA-14-0871-01"
"GBM(T=153,N=1157)",Tumor,48.6703,12.4303,19.4194,122.9125,29.1102,19,31.3296,4.1501,20.7096,41.6304,6.1901,50.2786,59.68,27.0798,616.9448,201.3962,33.6202,764.5135,2.42,510.3691,123.5361,176.4593,71.7686,64.471,"TCGA-08-0386-01"
"GBM(T=153,N=1157)",Tumor,31.8507,9.4097,9.4201,80.7383,22.9105,9.2103,15.2402,2.42,15.2602,25.1092,4.7601,33.941,38.4007,18.0499,469.4074,119.7007,21.3999,593.5384,0.43,927.4968,22.8692,83.6088,47.2509,47.4215,"TCGA-32-2632-01"
"GBM(T=153,N=1157)",Tumor,29.1102,14.4,14.5002,142.7444,25.7401,11.2003,12.8802,2.1,12.9097,28.4203,7.3702,51.0901,38.4007,21.6206,383.4238,99.0294,19.1494,508.8502,2.05,406.5521,200.5743,105.6015,45.041,61.2686,"TCGA-06-0882-01"
"GBM(T=153,N=1157)",Tumor,25.1492,10.1602,15.2201,56.1485,29.8106,7.9399,12.15,2.2601,13.9297,29.0195,9.6501,28.5407,35.6112,24.0296,331.3233,95.7622,23.24,405.0894,2.3999,1085.3907,70.9721,71.3816,61.8318,69.0888,"TCGA-41-4097-01"
"GBM(T=153,N=1157)",Tumor,20.9304,10.3601,11.56,125.6258,20.7599,8.0798,13.8297,2.27,13.8297,27.7006,9.5802,31.36,35.0188,21.4593,381.4357,96.7229,17.97,417.316,4.11,312.0201,290.7217,78.7977,57.739,56.1485,"TCGA-16-1045-01"
"GBM(T=153,N=1157)",Tumor,18.3998,6.64,21.9194,115.5591,33.5899,4.1001,7.9498,4.8501,9.1201,24.7806,4.6399,37.5193,54.1494,12.3898,352.2354,79.8977,14.9203,421.3562,0.8,341.1815,96.0015,223.5097,41.859,75.7976,"TCGA-19-2625-01"
"GBM(T=153,N=1157)",Tumor,27.0592,18.3095,19.5599,94.3588,37.3092,8.9497,19.4895,2.7999,17.4495,38.4194,6.9702,30.4707,39.5598,24.2303,494.8327,114.5066,26.6608,651.5797,0.25,106.9718,10.4596,106.0195,61.8404,55.6988,"TCGA-27-1834-01"
"GBM(T=153,N=1157)",Tumor,24.8494,2.83,10.9001,43.8094,11.9296,2.4501,9.7301,1.46,13.4198,11.6002,2,32.4008,28.7691,9.0702,239.7179,71.7387,7.3,228.2378,0.38,791.8581,90.7096,76.6908,13.95,44.209,"TCGA-41-2571-01"
"GBM(T=153,N=1157)",Tumor,35.7695,7.4302,8.1597,114.4828,34.7408,6.42,13.3799,2.95,11.1099,20.3397,6.6001,28.869,42.4492,22.7396,606.6403,124.6715,18.4599,437.1537,2.59,610.6482,233.9723,55.0082,35.8589,43.9615,"TCGA-19-4065-01"
"GBM(T=153,N=1157)",Tumor,25.4509,6.99,11.7703,92.0525,33.5202,5.5298,8.5898,1.88,10.4198,21.6896,5.23,28.2396,30.849,16.9794,482.504,63.6804,11.15,462.3357,1.17,1056.3694,124.3781,99.822,45.9588,58.1205,"TCGA-14-0781-01"
"GBM(T=153,N=1157)",Tumor,48.8799,10.2999,15.8698,81.4692,26.6109,11.6898,16.3896,2.23,13.4403,33.0908,6.7899,55.3716,44.569,22.3893,467.7834,168.23,20.4401,666.517,0.25,609.8868,6.6899,113.5503,60.6811,43.679,"TCGA-06-0157-01"
"GBM(T=153,N=1157)",Tumor,29.191,11.4802,13.0402,52.9909,31.7097,7.4602,30.9905,3.6599,13.13,36.2488,6.0998,36.1309,46.6197,26.2209,648.5157,168.1251,24.1297,738.0619,3.6599,1797.6534,170.6376,147.973,64.6903,59.42,"TCGA-12-3653-01"
"GBM(T=153,N=1157)",Tumor,35.6705,13.2002,18.1101,179.3696,34.1203,14.2096,18.1302,1.69,18.6502,37.7593,6.1401,51.0299,45.0598,26.8592,554.5975,148.8784,22.1193,721.8714,1.16,424.6106,84.7818,104.872,69.1223,54.1006,"TCGA-76-4926-01"
"GBM(T=153,N=1157)",Tumor,19.5694,11.04,13.5996,86.9301,38.0695,6.8799,15.6004,4.29,15.8797,33.7791,3.8299,49.319,59.1816,21.8299,477.2816,122.5892,21.9498,445.3194,0.06,230.4314,23.4098,152.8943,55.7993,37.9193,"TCGA-26-5133-01"
"GBM(T=153,N=1157)",Tumor,39.9899,13.9704,12.4899,102.0892,31.6,13.4096,18.8596,2.95,14.4,33.7206,8.1101,47.2607,27.4998,25.0206,469.3098,122.3515,18.95,646.0481,1.64,786.1159,932.3956,89.4484,52.5592,54.5487,"TCGA-06-2562-01"
"GBM(T=153,N=1157)",Tumor,43.1703,14.5304,8.0899,89.6222,34.17,17.9103,17.0999,2.63,24.0096,61.2984,8.43,55.1685,60.5719,19.5396,640.8299,266.7223,25.1005,1008.013,1.74,547.4932,80.6321,116.1132,66.509,49.9486,"TCGA-41-5651-01"
"GBM(T=153,N=1157)",Tumor,32.1993,9.7998,14.1801,173.8009,29.4593,11.7801,15.8995,2.3801,14.09,30.2791,6.4701,42.2613,43.4796,24.0396,524.3903,93.6615,17.1106,402.961,0.43,2102.222,93.0726,95.0019,45.6508,65.5888,"TCGA-06-0210-01"
"GBM(T=153,N=1157)",Tumor,81.3789,8.4698,17.0798,75.9817,48.941,16.63,13.1902,2.83,19.1003,39.7495,12.8001,35.3897,48.0902,17.5405,575.231,180.1047,27.7103,1251.0284,4.25,1527.439,266.9812,296.1317,46.7103,56.0318,"TCGA-19-2624-01"
"GBM(T=153,N=1157)",Tumor,36.5997,20.7398,28.7891,47.1495,43.7699,31.111,32.5696,5.2,31.7493,81.8087,12.5002,40.9407,74.5885,26.2591,580.2366,321.7275,39.2104,1269.0198,1.34,210.4441,42.4198,88.3577,114.2609,58.468,"TCGA-19-5960-01"
"GBM(T=153,N=1157)",Tumor,51.8608,9.37,12.6003,81.3507,45.2099,7.7099,18.3095,1.91,23.0108,27.6508,4.62,27.3098,45.7205,16.77,509.0266,187.4929,13.8297,728.1026,2.54,1233.2921,72.2277,204.7036,40.8104,55.0501,"TCGA-06-0686-01"
"GBM(T=153,N=1157)",Tumor,57.4994,12.9896,11.1299,98.1479,24.1297,12.0502,21.6401,1.79,15.6198,32.599,9.7402,41.1114,40.9095,24.56,611.8345,179.2826,18.3794,801.9665,0.48,1037.4302,422.7604,101.8983,59.7214,46.9798,"TCGA-06-2563-01"
"GBM(T=153,N=1157)",Tumor,32.2596,18.5497,13.7799,88.2414,25.8402,14.1301,16.45,2.9999,15.2095,46.6585,7.21,40.3687,44.8199,27.2191,564.2917,136.2478,28.4794,649.2804,3.3101,40.6297,101.743,104.5889,90.93,54.2396,"TCGA-15-1444-01"
"GBM(T=153,N=1157)",Tumor,5.6001,2.8901,2.77,63.5701,8.2199,1.47,2.9001,1.02,4.47,6.7299,1.26,12.8001,13.13,7.9399,220.1272,43.3292,4.8501,124.2058,1.43,429.1674,37.66,23.3903,16.8504,15.9503,"TCGA-32-4213-01"
"GBM(T=153,N=1157)",Tumor,52.1094,7.9901,22.4997,53.6711,42.8097,4.8199,14.6802,1.95,24.2001,32.1993,6.03,55.3102,43.931,13.7503,476.3562,157.651,15.8698,1018.3365,2.04,1451.47,152.0804,228.3802,45.0098,64.9014,"TCGA-15-0742-01"
"GBM(T=153,N=1157)",Tumor,33.8611,11.89,13.5001,129.3906,24.4208,10.1602,18.2297,2.8901,16.9301,31.8397,4.2701,46.9603,59.161,20.5495,497.1361,114.7689,17.7005,389.0728,1.77,609.6332,54.7381,121.4222,51.8213,64.8609,"TCGA-06-0187-01"
"GBM(T=153,N=1157)",Tumor,48.721,12.3504,19.41,76.0397,47.0385,32.6804,26.9301,4.7001,29.5595,46.8205,12.5898,34.7191,30.8405,26.72,434.9473,231.7449,30.7593,969.5682,0.67,1544.259,44.7485,257.1907,97.4024,81.9108,"TCGA-19-1390-01"
"GBM(T=153,N=1157)",Tumor,46.7589,11.3599,17.7398,56.6999,27.5895,12.3298,14.7598,3.0901,23.1596,35.8788,9.2602,44.7609,48.2103,20.7096,437.0325,149.2917,23.7399,705.9381,0.35,793.5615,6.17,123.4162,36.9592,55.1418,"TCGA-06-2557-01"
"GBM(T=153,N=1157)",Tumor,23.7201,13.08,20.0597,311.5231,36.8594,15.3005,25.1005,3.36,10.6802,39.5297,10.1701,39.5708,60.7106,28.62,484.75,152.0699,23.6102,917.3945,1.95,904.4509,1983.5916,132.5864,67.5919,62.2921,"TCGA-06-0878-01"
"GBM(T=153,N=1157)",Tumor,41.9287,15.2001,24.0196,170.7441,31.9192,7.13,28.3495,4.0599,15.6101,37.2808,7.3498,43.1493,45.8188,24.9496,602.1995,167.7875,24.8202,748.4686,0.1,88.5723,49.7895,114.4432,50.5687,68.8879,"TCGA-06-2567-01"
"GBM(T=153,N=1157)",Tumor,28.7891,13.0501,8.4598,118.4215,31.2602,6.0501,25.9497,3.7501,20.1601,31.3209,4.54,31.7405,46.0608,20.7096,494.1472,116.7993,24.8908,681.9858,0.16,1254.7627,20.7902,129.3009,49.2711,119.3527,"TCGA-32-2616-01"
"GBM(T=153,N=1157)",Tumor,31.6,14.6102,13.6601,153.0958,32.3895,16.3295,12.5802,2.4299,15.9403,38.5688,6.29,32.3402,56.4998,27.7795,831.9184,238.0456,18.8504,1040.0943,4.0599,800.9666,144.0764,78.1775,62.3482,40.5004,"TCGA-28-5208-01"
"GBM(T=153,N=1157)",Tumor,22.3195,9.5603,11.5296,126.1143,16.8003,16.1103,18.1906,3.3101,14.7496,41.2312,10.1602,37.0901,45.1692,22.1608,470.2868,149.1056,24.8099,710.2573,1.69,661.4085,181.4454,128.8893,89.3802,54.8711,"TCGA-28-2514-01"
"GBM(T=153,N=1157)",Tumor,66.9392,18.8204,39.1696,81.5878,48.5692,13.13,29.4103,4.8099,21.2006,60.488,9.6101,58.0319,44.3809,28.0601,599.8665,116.5405,31.811,1041.7538,0.14,61.909,3.23,131.479,90.9993,94.969,"TCGA-06-1804-01"
"GBM(T=153,N=1157)",Tumor,22.25,9.7598,9.1403,183.38,26.9394,10.3299,10.75,1.63,7.7501,25.9695,3.9799,42.5995,35.3603,23.9299,532.7066,118.5365,24.6504,381.0922,1.82,386.0373,87.4983,40.9209,37.6705,36.62,"TCGA-14-2554-01"
"GBM(T=153,N=1157)",Tumor,58.7117,11.8103,18.95,103.0204,35.2697,13.9404,19.64,3.8601,15.9702,37.3506,9.6301,30.1493,49.4011,18.9303,741.3433,265.4681,27.4503,1049.0725,4.19,650.3614,45.1598,120.383,56.641,50.2193,"TCGA-02-2485-01"
"GBM(T=153,N=1157)",Tumor,36.3393,14.6396,14.5899,101.2927,36.6302,20.9,27.8991,3.8201,22.7901,44.0408,8.1101,36.0009,50.6388,26.0506,583.9891,174.5131,52.8295,862.0922,1.81,1101.4579,98.6389,124.9484,55.1188,70.35,"TCGA-06-5858-01"
"GBM(T=153,N=1157)",Tumor,28.839,3.06,7.83,57.229,14.2205,1.75,4.9301,0.84,4.4201,7.7302,2.2399,16.1898,27.2909,10.63,605.3802,162.2856,7.2,96.9175,0.24,30.2603,8.92,42.0888,16.6796,14.0198,"TCGA-06-0178-01"
"GBM(T=153,N=1157)",Tumor,17.8806,5.4401,10.7202,182.5176,22.0199,3.7501,9.3499,0.97,4.12,13.5497,6.29,34.5008,33.351,17.4495,451.5672,105.9902,13.3901,183.9783,0.31,89.4608,73.1801,24.6898,20.5096,35.0407,"TCGA-14-1823-01"
"GBM(T=153,N=1157)",Tumor,20.3595,9.8803,8.6598,88.2414,20.2202,8.9901,19.1295,4.1501,17.7595,26.23,5.28,49.6414,48.4112,17.1605,497.6878,143.1804,19.2599,526.3933,0.24,1112.507,21.8193,66.1321,48.2906,74.351,"TCGA-28-2509-01"
"GBM(T=153,N=1157)",Tumor,41.4691,13.3799,13.68,108.5027,26.1791,7.4498,21.93,2.95,12.3196,34.0494,7.0901,33.0793,45.5812,27.6699,613.9161,174.8643,23.24,655.0212,0.61,463.78,63.5613,87.2319,62.4607,47.3,"TCGA-06-2558-01"
"GBM(T=153,N=1157)",Tumor,18.2398,5.2199,15.2497,101.1593,27.6508,5.4499,9.7903,1.59,7.4102,17.8496,3.05,36.4503,30.5893,12.9097,368.1108,122.9381,11.45,517.135,3.22,1515.7321,75.8292,143.6078,41.7894,51.0689,"TCGA-06-0745-01"
"GBM(T=153,N=1157)",Normal,40.5313,5.33,15.1801,25.7008,21.6896,18.1302,6.5599,1.25,5.4799,52.9799,6.5499,16.4602,11.0003,8.3001,221.2592,57.9797,19.2906,488.8327,0.05,1.95,6.78,73.099,30.1493,41.8706,"GTEX-13QIC-0011-R1a-SM-5O9CJ"
"GBM(T=153,N=1157)",Normal,61.8618,7.19,20.1503,36.3998,22,42.9107,8.87,4.7601,8.4998,66.9577,15.7198,19.1202,20.5495,10.4401,158.0997,104.0682,41.4691,540.2927,0,1.18,1.9201,135.5977,46.4198,47.1691,"GTEX-N7MS-2526-SM-26GMA"
"GBM(T=153,N=1157)",Normal,19.6101,7.89,5.4901,19.6006,9.5802,14.8295,9.5702,7.3299,2.42,27.6508,10.75,7.0499,10.1898,15.2698,95.7224,34.5511,20.8205,147.7066,0,0.13,0.13,20.0694,28.4794,18.8805,"GTEX-N7MS-2526-SM-26GMR"
"GBM(T=153,N=1157)",Normal,25.2593,4.24,8.0798,26.8202,14.1801,9.9002,5.99,1.12,7.36,28.6597,6.2099,19.0501,16.4397,10.6403,217.2321,43.0001,14.2798,284.7585,0,5.34,7.0002,77.0691,53.8015,50.8816,"GTEX-NPJ7-0011-R6a-SM-2I3G7"
"GBM(T=153,N=1157)",Normal,22.7696,4.9599,6.3501,28.7592,17.99,8.4002,7.7501,1.47,8.3099,24.3397,9.2801,22.1393,15.5399,6.8102,180.6423,47.5697,19.8398,318.4881,1.15,14.4701,82.8473,103.8809,43.4706,48.941,"GTEX-132Q8-3026-SM-5PNVG"
"GBM(T=153,N=1157)",Normal,19.9695,4.19,9.4797,25.9497,15.7503,8.0697,4.0001,1.09,5.0201,21.6896,3.36,18.3095,11.3599,5.11,128.6305,34.3505,13.43,194.7113,0.78,15.7897,30.7593,102.2804,25.24,32.6691,"GTEX-NPJ7-2726-SM-2I3FT"
"GBM(T=153,N=1157)",Normal,21.5697,3.71,7.4302,32.139,13.3003,11.9603,5.67,1.18,4.8801,32.3693,7.3198,17.5904,10.9304,7.3498,225.2828,53.9808,13.3096,357.5487,0.4,9.0898,6.01,76.0186,29.8995,32.9603,"GTEX-13OVJ-0011-R9b-SM-5L3GD"
"GBM(T=153,N=1157)",Normal,34.17,7.7099,6.6198,37.2601,15.3196,11.2798,7.19,1.32,8.8399,26.5501,9.7903,21.4593,19.8096,10.27,216.1806,62.1885,25.3892,385.8232,0.33,23.8107,25.1894,90.0394,60.091,47.2116,"GTEX-XLM4-0011-R10A-SM-4AT5P"
"GBM(T=153,N=1157)",Normal,13.7904,2.79,5.1299,22.6594,11.6898,9.4299,5.47,1.07,7.1801,20.8595,5.8101,14.26,16.8399,9.0998,144.4464,32.2998,26.1791,246.594,0.13,20.4897,6.8599,74.449,42.9792,49.4216,"GTEX-12ZZZ-0011-R10a-SM-5P9HC"
"GBM(T=153,N=1157)",Normal,4.7601,1.75,3.9901,12.2897,5.6602,4.3001,1.62,0.23,1.47,17.4205,1.54,3.7699,2.83,1.8899,74.0784,23.1692,7.3799,106.5869,0.02,0.81,1.36,21.0206,9.6401,8.7801,"GTEX-X4XY-0011-R8A-SM-46MVC"
"GBM(T=153,N=1157)",Normal,19.2599,4.5199,11.4802,23.5808,15.1003,7.21,3.07,1.01,4.72,25.4297,3.72,15.3696,12.6897,7.2798,167.1143,37.5297,11.5001,261.8133,0.38,8.42,18.7306,74.7593,26.8202,46.24,"GTEX-13QJC-0011-R6a-SM-5S2VI"
"GBM(T=153,N=1157)",Normal,13.9897,2.4501,3.15,22.1193,9.1403,10.4698,4.4499,0.5,4.19,21.0906,5.7699,9.72,12.1197,8.6101,117.5791,36.9899,15.8203,222.6438,0.36,3.51,5.7098,45.1786,27.9805,31.701,"GTEX-ZUA1-0011-R8b-SM-51MST"
"GBM(T=153,N=1157)",Normal,6.28,1.5,4.2701,6.3202,6.7402,5.5498,1.4,0.24,2.11,12.4096,1.62,4.69,3.2699,2.0599,63.9103,17.3603,6.1401,109.6519,0.03,2.1,0.34,31.5191,9.77,12.0602,"GTEX-13FHP-0011-R7b-SM-5LZYI"
"GBM(T=153,N=1157)",Normal,75.6979,6.3299,12.6502,35.7894,30.3106,11.3496,7.1399,2.64,8.37,52.6614,13.8604,32.139,14.6904,11.5097,194.9408,65.7208,27.5704,513.9546,0.03,3.26,3.0901,174.3559,42.1589,59.8499,"GTEX-11EMC-3326-SM-5P9JH"
"GBM(T=153,N=1157)",Normal,20.5295,3.8601,8.5098,18.6696,13.08,9.37,4.8099,0.85,5.2899,22.4095,4.11,12.7904,10.7799,8.0697,139.7195,38.5394,13.8096,235.4854,0,2.62,0.5,59.7504,35.941,32.329,"GTEX-13112-0011-R7b-SM-5DUVW"
"GBM(T=153,N=1157)",Normal,15.85,3.3301,10.4698,31.8198,11.63,10.9402,4.4601,1.15,3.7901,33.3394,2.22,12.9501,11.1701,7.0099,250.4874,51.9183,18.6606,315.5217,0.2,3.52,3.6,37.3403,28.849,35.9012,"GTEX-12WSA-0011-R5b-SM-5GU5I"
"GBM(T=153,N=1157)",Normal,15.0804,3.22,6.6299,22.4001,11.7198,6.9798,4.5602,0.93,6.1299,17.0798,3.6599,14.3204,11.7703,6.4799,146.412,23.9996,14.4801,255.5558,0.11,12.8401,8.6598,92.1674,19.6006,43.1404,"GTEX-ZF28-3026-SM-4WKHP"
"GBM(T=153,N=1157)",Normal,25.6492,5.0701,6.3001,27.4293,12.5297,10.75,6.8699,0.85,6.0998,27.9107,6.5499,14.1497,13.16,9.9002,182.3153,47.0907,16.3999,337.1147,0.04,3.61,1.82,48.1202,51.1397,39.6394,"GTEX-ZUA1-0011-R7b-SM-4YCDP"
"GBM(T=153,N=1157)",Normal,13.4096,2.4099,6.7701,13.9104,14.0998,8.76,2.9201,0.69,2.18,29.3004,2.5,7.3902,6.27,4.4601,168.4401,35.7299,12.1803,260.6183,0.02,1.74,1.6,32.9991,19.2599,20.5096,"GTEX-11ZVC-0011-R9a-SM-57WC5"
"GBM(T=153,N=1157)",Normal,21.8299,3.5001,7.8697,31.7603,17.1902,12.5202,6.11,1.04,7.79,25.8706,7.0201,15.3696,19.4801,10.3099,205.5568,52.3883,18.8805,298.481,0.02,3.2399,3.5401,91.3786,43.3502,46.3105,"GTEX-WZTO-0011-R4A-SM-3NMC7"
"GBM(T=153,N=1157)",Normal,83.5103,7.22,17.0798,50.9698,31.1499,14.42,13.0104,2.81,11.3496,77.9016,19.6196,35.0188,24.3904,14.5798,238.3758,85.882,37.8091,600.2408,0.03,4.0901,8.87,136.7777,60.2202,54.97,"GTEX-NPJ7-0011-R11A-SM-2I3E8"
"GBM(T=153,N=1157)",Normal,25.6492,3.6,7.5199,27.3003,12.5402,12.1399,5.7201,0.95,7.3401,28.1107,6.84,15.4101,16.0802,9.8202,187.1294,47.9504,15.8302,304.3305,0.06,1.9001,0.6,59.8208,66.6891,46.5487,"GTEX-13OVL-0011-R6a-SM-5L3G4"
"GBM(T=153,N=1157)",Normal,11.4001,1.48,4.84,19.4895,8.5601,8.9398,2.5,0.43,4.1001,23.9797,2.77,8.43,7.8203,3.9601,134.9134,28.4597,12.9501,206.5995,0.16,4.8199,5.4202,60.262,17.5296,26.3302,"GTEX-13NYB-0011-R1b-SM-5KM4F"
"GBM(T=153,N=1157)",Normal,29.5698,3.2899,8.42,47.4807,16.3205,9.3797,4.0001,1.01,8.3898,27.6891,6.83,29.7693,17.6405,7.8801,280.3519,66.4399,14.5002,452.8523,0.29,10.3601,9.9201,89.2378,44.1906,61.1583,"GTEX-WHSE-0011-R8A-SM-3P5Z1"
"GBM(T=153,N=1157)",Normal,20.7902,3.34,10.13,32.1502,13.0601,15.8599,4.5801,0.75,3.6701,30.8298,5.6901,14.41,15.9403,10.8797,182.7075,50.9486,24.0896,327.442,0,1.84,2.7299,68.7782,23.6397,27.2097,"GTEX-T6MN-0011-R4A-SM-32QPG"
"GBM(T=153,N=1157)",Normal,17.0999,2.76,7.51,18.7098,10.1496,9.6897,3.52,0.59,5.3801,21.6896,4.9202,10.8503,10.8203,5.99,148.7649,32.719,15.5604,236.1392,0.16,1.44,7.0901,70.2477,25.5198,30.399,"GTEX-ZDXO-0011-R1a-SM-4WKF4"
"GBM(T=153,N=1157)",Normal,27.3705,4.5199,5.6001,28.9391,13.4403,11.6397,6.7001,1.08,8.1898,26.2409,8.2599,17.6895,19.8,8.1801,150.3301,47.4314,19.6101,327.6236,0.18,29.3492,5.36,104.061,42.3199,49.8103,"GTEX-11DXY-3226-SM-5GIDE"
"GBM(T=153,N=1157)",Normal,8.2399,2.3199,7.0401,10.7799,9.7301,4.3999,1.78,0.46,2.48,12.5202,1.9299,7.5701,6.3801,3.7301,108.6607,18.2398,8.6,167.2418,0.02,2.6801,0.56,41.0288,8.92,20.0194,"GTEX-ZV68-0011-R5a-SM-4YCDW"
